Ticket #,Customer Complaint,Date,Date_month_year,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone
202001487,Promotional rate ended during pandemic increasing monthly bill from $49.99 to $89.99 without warning,10/11/2020,10-Nov-20,3:28:54 PM,Customer Care Call,Newark,New Jersey,94985,Closed,No
202001488,Network congestion every evening between 5-10 PM causing Zoom meeting disconnections and work disruptions,16-03-20,16-Mar-20,4:40:28 PM,Internet,Atlanta,Georgia,83328,Closed,No
202001489,Network congestion every evening between 5-10 PM causing Zoom meeting disconnections and work disruptions,18-09-20,18-Sep-20,9:13:47 PM,Internet,Tacoma,Washington,84984,Solved,No
202001490,Paying for 200 Mbps internet speed but consistently receiving only 45 Mbps upload speed affecting video quality,20-02-20,20-Feb-20,6:57:10 PM,Customer Care Call,Springfield,Illinois,16446,Solved,No
202001491,Family of four with two adults working from home and two children in remote learning exceeding data limits monthly,6/5/2020,6-May-20,8:22:58 AM,Internet,Jacksonville,Florida,79060,Solved,No
202001492,Network congestion every evening between 5-10 PM causing Zoom meeting disconnections and work disruptions,11/4/2020,11-Apr-20,6:44:02 AM,Internet,Detroit,Michigan,59596,Solved,No
202001493,Network congestion every evening between 5-10 PM causing Zoom meeting disconnections and work disruptions,2/10/2020,2-Oct-20,9:43:46 PM,Internet,Boulder,Colorado,51249,Pending,Yes
202001494,Promotional rate ended during pandemic increasing monthly bill from $49.99 to $89.99 without warning,9/9/2020,9-Sep-20,10:56:46 PM,Customer Care Call,Denver,Colorado,58272,Open,No
202001495,Requested router upgrade to support multiple devices for work from home but experiencing 2 week delay in equipment delivery,9/8/2020,9-Aug-20,8:34:25 PM,Customer Care Call,Chicago,Illinois,84049,Open,No
202001496,Requested router upgrade to support multiple devices for work from home but experiencing 2 week delay in equipment delivery,26-08-20,26-Aug-20,6:29:21 AM,Customer Care Call,Savannah,Georgia,53796,Pending,Yes
202001497,Internet outage lasted 6 hours during critical work presentation costing business client and no credit provided,10/7/2020,10-Jul-20,7:02:41 AM,Customer Care Call,Grand Rapids,Michigan,51808,Closed,No
202001498,Customer service wait times exceed 2 hours and cannot get assistance with billing issues during pandemic,3/11/2020,3-Nov-20,5:50:43 AM,Internet,Pittsburgh,Pennsylvania,38256,Open,Yes
202001499,Customer service representative promised bill credit for outages but credit never applied to account,9/8/2020,9-Aug-20,7:58:30 AM,Internet,Tacoma,Washington,81348,Solved,No
202001500,Internet outage lasted 6 hours during critical work presentation costing business client and no credit provided,24-05-20,24-May-20,3:11:42 PM,Internet,Boulder,Colorado,49585,Pending,No
202001501,Internet speed drops to 10 Mbps during business hours making video conferencing impossible for remote work,1/3/2020,1-Mar-20,9:59:14 PM,Internet,Atlanta,Georgia,38195,Solved,No
202001502,WiFi signal weak in home office requiring purchase of mesh system despite paying for premium internet service,20-12-20,20-Dec-20,8:34:07 PM,Internet,Grand Rapids,Michigan,46004,Solved,No
202001503,Internet connection dropping 4-5 times daily disrupting remote work and online classes for children,19-11-20,19-Nov-20,2:59:55 PM,Customer Care Call,Detroit,Michigan,61376,Solved,No
202001504,Charged $30 overage fee for data usage during pandemic lockdown when entire household working and studying remotely,23-09-20,23-Sep-20,8:42:08 AM,Customer Care Call,Chicago,Illinois,14043,Closed,No
202001505,Requested router upgrade to support multiple devices for work from home but experiencing 2 week delay in equipment delivery,11/9/2020,11-Sep-20,9:24:55 PM,Customer Care Call,Springfield,Illinois,78152,Solved,No
202001506,Exceeded 1.2TB data cap due to work from home requirements during COVID-19 pandemic resulting in $50 overage charges,12/9/2020,12-Sep-20,1:40:13 PM,Customer Care Call,Trenton,New Jersey,71633,Solved,No
202001507,Charged $30 overage fee for data usage during pandemic lockdown when entire household working and studying remotely,27-12-20,27-Dec-20,10:54:28 PM,Internet,Denver,Colorado,40473,Pending,No
202001508,Internet outage lasted 6 hours during critical work presentation costing business client and no credit provided,13-03-20,13-Mar-20,10:09:31 AM,Internet,Los Angeles,California,81158,Open,No
202001509,Exceeded 1.2TB data cap due to work from home requirements during COVID-19 pandemic resulting in $50 overage charges,15-03-20,15-Mar-20,1:07:58 PM,Internet,Atlanta,Georgia,80050,Solved,No
202001510,WiFi signal weak in home office requiring purchase of mesh system despite paying for premium internet service,7/1/2020,7-Jan-20,9:41:06 PM,Internet,Springfield,Illinois,11133,Open,No
202001511,Family of four with two adults working from home and two children in remote learning exceeding data limits monthly,5/4/2020,5-Apr-20,7:21:43 PM,Internet,Seattle,Washington,44115,Open,No
202001512,Requested unlimited data plan to avoid overage charges but told not available in service area,14-06-20,14-Jun-20,8:15:37 AM,Customer Care Call,Tacoma,Washington,98833,Solved,No
202001513,Requested router upgrade to support multiple devices for work from home but experiencing 2 week delay in equipment delivery,27-07-20,27-Jul-20,3:51:53 AM,Customer Care Call,Dallas,Texas,37683,Closed,Yes
202001514,Modem rental fee increased from $10 to $14 per month without advance notice during COVID-19 crisis,7/12/2020,7-Dec-20,8:56:36 AM,Internet,Newark,New Jersey,48524,Closed,No
202001515,Family of four with two adults working from home and two children in remote learning exceeding data limits monthly,11/6/2020,11-Jun-20,2:29:01 PM,Internet,Denver,Colorado,59152,Closed,No
202001516,Charged $30 overage fee for data usage during pandemic lockdown when entire household working and studying remotely,6/4/2020,6-Apr-20,2:36:46 AM,Internet,Denver,Colorado,71564,Open,No
202001517,Data usage meter showing 1.8TB usage but household only has basic streaming and work from home needs,12/8/2020,12-Aug-20,6:41:09 AM,Internet,Boulder,Colorado,29179,Pending,No
202001518,Charged $200 in data overage fees over 3 months due to pandemic work from home requirements,2/7/2020,2-Jul-20,4:38:51 PM,Internet,Austin,Texas,74384,Pending,Yes
202001519,Network congestion every evening between 5-10 PM causing Zoom meeting disconnections and work disruptions,5/10/2020,5-Oct-20,4:09:46 PM,Customer Care Call,Atlanta,Georgia,88346,Open,No
202001520,Internet speed drops to 10 Mbps during business hours making video conferencing impossible for remote work,1/11/2020,1-Nov-20,8:33:01 PM,Customer Care Call,San Jose,California,44991,Solved,No
202001521,Internet connection dropping 4-5 times daily disrupting remote work and online classes for children,6/4/2020,6-Apr-20,10:40:41 PM,Internet,Austin,Texas,38998,Pending,No
202001522,Cannot reach technical support after multiple attempts and online chat system not functioning properly,14-02-20,14-Feb-20,3:24:32 AM,Customer Care Call,Grand Rapids,Michigan,56077,Solved,No
202001523,Charged $200 in data overage fees over 3 months due to pandemic work from home requirements,26-09-20,26-Sep-20,3:12:18 AM,Internet,Boulder,Colorado,83442,Closed,No
202001524,WiFi signal weak in home office requiring purchase of mesh system despite paying for premium internet service,1/1/2020,1-Jan-20,12:46:23 PM,Internet,Jacksonville,Florida,83781,Open,Yes
202001525,Bill increased from $79.99 to $99.99 per month during pandemic without any notification or explanation,11/11/2020,11-Nov-20,9:24:40 PM,Internet,San Francisco,California,86397,Solved,No
202001526,Charged $200 in data overage fees over 3 months due to pandemic work from home requirements,27-12-20,27-Dec-20,2:42:14 AM,Internet,Trenton,New Jersey,38504,Solved,No
202001527,Cannot reach technical support after multiple attempts and online chat system not functioning properly,21-08-20,21-Aug-20,2:06:55 PM,Internet,Grand Rapids,Michigan,30045,Closed,Yes
202001528,Internet connection dropping 4-5 times daily disrupting remote work and online classes for children,15-02-20,15-Feb-20,1:21:46 PM,Internet,Houston,Texas,90221,Open,No
202001529,Customer service wait times exceed 2 hours and cannot get assistance with billing issues during pandemic,27-03-20,27-Mar-20,7:06:12 AM,Internet,Houston,Texas,16742,Pending,No
202001530,Bill increased from $79.99 to $99.99 per month during pandemic without any notification or explanation,26-05-20,26-May-20,12:34:15 AM,Internet,Pittsburgh,Pennsylvania,14924,Pending,Yes
202001531,Exceeded 1.2TB data cap due to work from home requirements during COVID-19 pandemic resulting in $50 overage charges,5/7/2020,5-Jul-20,7:25:42 PM,Internet,Tacoma,Washington,84474,Open,No
202001532,Family of four with two adults working from home and two children in remote learning exceeding data limits monthly,12/10/2020,12-Oct-20,11:33:04 PM,Internet,San Francisco,California,37080,Solved,No
202001533,Charged $30 overage fee for data usage during pandemic lockdown when entire household working and studying remotely,6/9/2020,6-Sep-20,6:38:32 AM,Internet,Tacoma,Washington,98776,Open,Yes
202001534,Customer service wait times exceed 2 hours and cannot get assistance with billing issues during pandemic,28-07-20,28-Jul-20,7:23:33 AM,Internet,Austin,Texas,14622,Solved,No
202001535,Family of four with two adults working from home and two children in remote learning exceeding data limits monthly,11/7/2020,11-Jul-20,9:56:52 PM,Internet,Trenton,New Jersey,37475,Solved,No
202001536,Modem rental fee increased from $10 to $14 per month without advance notice during COVID-19 crisis,18-02-20,18-Feb-20,11:20:32 PM,Internet,Savannah,Georgia,57917,Closed,No
202001537,Cannot reach technical support after multiple attempts and online chat system not functioning properly,3/8/2020,3-Aug-20,1:18:53 AM,Internet,Newark,New Jersey,92334,Closed,No
202001538,WiFi signal weak in home office requiring purchase of mesh system despite paying for premium internet service,1/11/2020,1-Nov-20,2:33:35 AM,Customer Care Call,Tampa,Florida,54493,Open,No
202001539,WiFi signal weak in home office requiring purchase of mesh system despite paying for premium internet service,27-03-20,27-Mar-20,10:36:43 PM,Customer Care Call,Pittsburgh,Pennsylvania,16985,Solved,No
202001540,Promotional rate ended during pandemic increasing monthly bill from $49.99 to $89.99 without warning,19-10-20,19-Oct-20,6:14:51 AM,Internet,San Antonio,Texas,48417,Closed,No
202001541,Internet speed drops to 10 Mbps during business hours making video conferencing impossible for remote work,5/7/2020,5-Jul-20,3:41:50 PM,Customer Care Call,Grand Rapids,Michigan,53468,Solved,No
202001542,Customer service wait times exceed 2 hours and cannot get assistance with billing issues during pandemic,11/8/2020,11-Aug-20,5:50:41 PM,Internet,San Antonio,Texas,37379,Pending,Yes
202001543,Customer service wait times exceed 2 hours and cannot get assistance with billing issues during pandemic,2/1/2020,2-Jan-20,6:48:10 PM,Internet,Savannah,Georgia,50848,Solved,No
202001544,Exceeded 1.2TB data cap due to work from home requirements during COVID-19 pandemic resulting in $50 overage charges,13-11-20,13-Nov-20,1:22:08 PM,Internet,Atlanta,Georgia,12260,Solved,No
202001545,Network congestion every evening between 5-10 PM causing Zoom meeting disconnections and work disruptions,20-01-20,20-Jan-20,7:16:25 AM,Customer Care Call,Oakland,California,67908,Open,No
202001546,Modem rental fee increased from $10 to $14 per month without advance notice during COVID-19 crisis,21-01-20,21-Jan-20,11:17:52 AM,Internet,Harrisburg,Pennsylvania,66659,Solved,No
202001547,Internet connection dropping 4-5 times daily disrupting remote work and online classes for children,9/4/2020,9-Apr-20,5:20:20 PM,Internet,Savannah,Georgia,86472,Solved,No
202001548,Customer service wait times exceed 2 hours and cannot get assistance with billing issues during pandemic,3/2/2020,3-Feb-20,2:43:41 PM,Internet,Jersey City,New Jersey,57303,Solved,No
202001549,Requested router upgrade to support multiple devices for work from home but experiencing 2 week delay in equipment delivery,23-02-20,23-Feb-20,9:48:12 AM,Internet,Harrisburg,Pennsylvania,95548,Pending,Yes
202001550,WiFi signal weak in home office requiring purchase of mesh system despite paying for premium internet service,10/12/2020,10-Dec-20,5:00:28 AM,Internet,Philadelphia,Pennsylvania,51689,Solved,Yes
202001551,Unable to stream Netflix and attend Zoom calls simultaneously despite paying for high speed internet package,23-10-20,23-Oct-20,12:10:18 AM,Internet,Savannah,Georgia,92173,Open,No
202001552,Promotional rate ended during pandemic increasing monthly bill from $49.99 to $89.99 without warning,9/2/2020,9-Feb-20,8:10:43 PM,Customer Care Call,Miami,Florida,89095,Solved,No
202001553,Family of four with two adults working from home and two children in remote learning exceeding data limits monthly,2/3/2020,2-Mar-20,10:23:04 AM,Internet,Denver,Colorado,27507,Pending,No
202001554,Customer service wait times exceed 2 hours and cannot get assistance with billing issues during pandemic,18-10-20,18-Oct-20,8:56:00 AM,Internet,Sacramento,California,84033,Solved,Yes
202001555,Internet connection dropping 4-5 times daily disrupting remote work and online classes for children,24-08-20,24-Aug-20,1:42:24 AM,Customer Care Call,Grand Rapids,Michigan,95703,Open,No
202001556,Paying for 200 Mbps internet speed but consistently receiving only 45 Mbps upload speed affecting video quality,3/12/2020,3-Dec-20,7:29:27 PM,Internet,Austin,Texas,44716,Closed,Yes
202001557,Exceeded 1.2TB data cap due to work from home requirements during COVID-19 pandemic resulting in $50 overage charges,10/7/2020,10-Jul-20,3:31:37 AM,Internet,Austin,Texas,54053,Solved,Yes
202001558,Promotional rate ended during pandemic increasing monthly bill from $49.99 to $89.99 without warning,2/1/2020,2-Jan-20,1:30:07 AM,Internet,Sacramento,California,73874,Closed,No
202001559,Customer service representative promised bill credit for outages but credit never applied to account,22-10-20,22-Oct-20,3:20:51 AM,Customer Care Call,Sacramento,California,36394,Open,Yes
202001560,Paying for 200 Mbps internet speed but consistently receiving only 45 Mbps upload speed affecting video quality,16-02-20,16-Feb-20,2:38:24 AM,Internet,Trenton,New Jersey,94405,Solved,No
202001561,Data usage meter showing 1.8TB usage but household only has basic streaming and work from home needs,10/9/2020,10-Sep-20,9:02:56 PM,Internet,Grand Rapids,Michigan,93531,Pending,No
202001562,Family of four with two adults working from home and two children in remote learning exceeding data limits monthly,25-12-20,25-Dec-20,7:53:03 PM,Customer Care Call,Trenton,New Jersey,62598,Closed,No
202001563,Requested unlimited data plan to avoid overage charges but told not available in service area,16-05-20,16-May-20,5:01:23 AM,Customer Care Call,Denver,Colorado,39492,Open,No
202001564,Family of four with two adults working from home and two children in remote learning exceeding data limits monthly,28-03-20,28-Mar-20,7:20:34 PM,Internet,Boulder,Colorado,41041,Solved,No
202001565,Requested router upgrade to support multiple devices for work from home but experiencing 2 week delay in equipment delivery,23-07-20,23-Jul-20,10:06:35 PM,Internet,Tacoma,Washington,35257,Pending,No
202001566,Network congestion every evening between 5-10 PM causing Zoom meeting disconnections and work disruptions,10/1/2020,10-Jan-20,4:34:01 PM,Internet,Grand Rapids,Michigan,43691,Solved,No
202001567,Family of four with two adults working from home and two children in remote learning exceeding data limits monthly,28-10-20,28-Oct-20,7:14:59 AM,Internet,Jacksonville,Florida,99847,Solved,No
202001568,Requested router upgrade to support multiple devices for work from home but experiencing 2 week delay in equipment delivery,2/6/2020,2-Jun-20,2:51:05 AM,Internet,San Jose,California,72574,Solved,No
202001569,Network congestion every evening between 5-10 PM causing Zoom meeting disconnections and work disruptions,5/4/2020,5-Apr-20,1:51:22 PM,Internet,Pittsburgh,Pennsylvania,66579,Solved,No
202001570,Internet outage lasted 6 hours during critical work presentation costing business client and no credit provided,10/5/2020,10-May-20,8:30:50 AM,Customer Care Call,San Francisco,California,79423,Open,No
202001571,Exceeded 1.2TB data cap due to work from home requirements during COVID-19 pandemic resulting in $50 overage charges,16-02-20,16-Feb-20,6:21:54 AM,Internet,Oakland,California,18887,Pending,Yes
202001572,Charged $30 overage fee for data usage during pandemic lockdown when entire household working and studying remotely,2/9/2020,2-Sep-20,6:06:23 AM,Internet,Orlando,Florida,52455,Open,Yes
202001573,Network congestion every evening between 5-10 PM causing Zoom meeting disconnections and work disruptions,13-09-20,13-Sep-20,5:53:12 PM,Internet,Jacksonville,Florida,38304,Closed,No
202001574,Network congestion every evening between 5-10 PM causing Zoom meeting disconnections and work disruptions,28-05-20,28-May-20,1:51:39 AM,Internet,Denver,Colorado,42229,Solved,No
202001575,WiFi signal weak in home office requiring purchase of mesh system despite paying for premium internet service,24-04-20,24-Apr-20,4:53:51 AM,Internet,Jersey City,New Jersey,21266,Open,No
202001576,Bill increased from $79.99 to $99.99 per month during pandemic without any notification or explanation,28-09-20,28-Sep-20,12:50:25 PM,Internet,Harrisburg,Pennsylvania,42479,Solved,No
202001577,Internet speed drops to 10 Mbps during business hours making video conferencing impossible for remote work,19-09-20,19-Sep-20,6:15:40 AM,Internet,Jersey City,New Jersey,48278,Open,No
202001578,Unable to stream Netflix and attend Zoom calls simultaneously despite paying for high speed internet package,2/1/2020,2-Jan-20,6:46:32 PM,Customer Care Call,Tacoma,Washington,18986,Pending,No
202001579,Requested unlimited data plan to avoid overage charges but told not available in service area,25-09-20,25-Sep-20,11:01:15 AM,Customer Care Call,Boulder,Colorado,58132,Solved,Yes
202001580,Exceeded 1.2TB data cap due to work from home requirements during COVID-19 pandemic resulting in $50 overage charges,27-05-20,27-May-20,12:12:25 AM,Internet,Grand Rapids,Michigan,94314,Pending,No
202001581,Charged $200 in data overage fees over 3 months due to pandemic work from home requirements,5/2/2020,5-Feb-20,8:35:34 PM,Customer Care Call,Denver,Colorado,56643,Solved,No
202001582,WiFi signal weak in home office requiring purchase of mesh system despite paying for premium internet service,18-02-20,18-Feb-20,5:00:34 PM,Internet,Philadelphia,Pennsylvania,74786,Closed,No
202001583,Network congestion every evening between 5-10 PM causing Zoom meeting disconnections and work disruptions,24-01-20,24-Jan-20,12:43:12 AM,Internet,Orlando,Florida,64146,Closed,No
202001584,Internet outage lasted 6 hours during critical work presentation costing business client and no credit provided,10/3/2020,10-Mar-20,5:26:42 PM,Customer Care Call,Seattle,Washington,42306,Solved,No
202001585,Exceeded 1.2TB data cap due to work from home requirements during COVID-19 pandemic resulting in $50 overage charges,24-05-20,24-May-20,5:28:59 AM,Internet,San Antonio,Texas,38519,Closed,No
202001586,Internet speed drops to 10 Mbps during business hours making video conferencing impossible for remote work,16-04-20,16-Apr-20,10:21:40 PM,Internet,Springfield,Illinois,66637,Solved,No
202001587,Promotional rate ended during pandemic increasing monthly bill from $49.99 to $89.99 without warning,15-04-20,15-Apr-20,4:48:52 PM,Internet,Pittsburgh,Pennsylvania,68804,Solved,Yes
202001588,Exceeded 1.2TB data cap due to work from home requirements during COVID-19 pandemic resulting in $50 overage charges,27-03-20,27-Mar-20,3:19:54 PM,Internet,Chicago,Illinois,41405,Open,No
202001589,Network congestion every evening between 5-10 PM causing Zoom meeting disconnections and work disruptions,7/12/2020,7-Dec-20,12:42:36 AM,Internet,Newark,New Jersey,86430,Solved,No
202001590,Charged $30 overage fee for data usage during pandemic lockdown when entire household working and studying remotely,13-01-20,13-Jan-20,11:57:50 AM,Internet,Jersey City,New Jersey,65236,Solved,Yes
202001591,Requested unlimited data plan to avoid overage charges but told not available in service area,13-05-20,13-May-20,10:13:39 PM,Internet,Sacramento,California,94375,Solved,Yes
202001592,Internet outage lasted 6 hours during critical work presentation costing business client and no credit provided,20-10-20,20-Oct-20,1:54:27 PM,Internet,Savannah,Georgia,66295,Open,Yes
202001593,Network congestion every evening between 5-10 PM causing Zoom meeting disconnections and work disruptions,27-12-20,27-Dec-20,2:08:44 PM,Customer Care Call,Chicago,Illinois,81961,Closed,No
202001594,Charged $200 in data overage fees over 3 months due to pandemic work from home requirements,27-06-20,27-Jun-20,12:44:34 AM,Customer Care Call,Miami,Florida,42918,Solved,No
202001595,Internet speed drops to 10 Mbps during business hours making video conferencing impossible for remote work,24-03-20,24-Mar-20,12:07:18 AM,Customer Care Call,Boulder,Colorado,21065,Solved,No
202001596,Requested unlimited data plan to avoid overage charges but told not available in service area,6/8/2020,6-Aug-20,10:00:34 PM,Customer Care Call,San Antonio,Texas,49020,Solved,No
202001597,Bill increased from $79.99 to $99.99 per month during pandemic without any notification or explanation,9/11/2020,9-Nov-20,3:56:06 AM,Internet,Tacoma,Washington,30495,Solved,Yes
202001598,Family of four with two adults working from home and two children in remote learning exceeding data limits monthly,15-09-20,15-Sep-20,7:55:01 AM,Internet,Tacoma,Washington,85920,Closed,No
202001599,Exceeded 1.2TB data cap due to work from home requirements during COVID-19 pandemic resulting in $50 overage charges,28-01-20,28-Jan-20,8:17:33 PM,Internet,Trenton,New Jersey,60071,Open,No
202001600,Internet outage lasted 6 hours during critical work presentation costing business client and no credit provided,27-11-20,27-Nov-20,2:18:53 PM,Internet,Denver,Colorado,98178,Solved,No
202001601,Bill increased from $79.99 to $99.99 per month during pandemic without any notification or explanation,17-11-20,17-Nov-20,1:25:04 AM,Internet,Trenton,New Jersey,90362,Pending,No
202001602,Requested unlimited data plan to avoid overage charges but told not available in service area,7/2/2020,7-Feb-20,1:52:14 AM,Internet,San Francisco,California,90368,Pending,No
202001603,Family of four with two adults working from home and two children in remote learning exceeding data limits monthly,5/4/2020,5-Apr-20,4:39:58 AM,Customer Care Call,San Jose,California,45619,Solved,No
202001604,WiFi signal weak in home office requiring purchase of mesh system despite paying for premium internet service,22-12-20,22-Dec-20,2:09:13 AM,Internet,Harrisburg,Pennsylvania,25895,Solved,Yes
202001605,Internet speed drops to 10 Mbps during business hours making video conferencing impossible for remote work,11/6/2020,11-Jun-20,10:55:23 AM,Internet,Denver,Colorado,70136,Solved,No
202001606,Bill increased from $79.99 to $99.99 per month during pandemic without any notification or explanation,17-02-20,17-Feb-20,6:36:18 PM,Internet,Denver,Colorado,42969,Solved,No
202001607,Requested unlimited data plan to avoid overage charges but told not available in service area,11/1/2020,11-Jan-20,3:25:03 AM,Internet,Dallas,Texas,93066,Solved,No
202001608,Paying for 200 Mbps internet speed but consistently receiving only 45 Mbps upload speed affecting video quality,17-12-20,17-Dec-20,6:33:12 AM,Internet,Grand Rapids,Michigan,54491,Pending,Yes
202001609,Exceeded 1.2TB data cap due to work from home requirements during COVID-19 pandemic resulting in $50 overage charges,19-03-20,19-Mar-20,3:25:28 AM,Internet,Sacramento,California,42283,Open,Yes
202001610,Customer service wait times exceed 2 hours and cannot get assistance with billing issues during pandemic,14-07-20,14-Jul-20,7:15:11 AM,Internet,Springfield,Illinois,67547,Open,No
202001611,Modem rental fee increased from $10 to $14 per month without advance notice during COVID-19 crisis,1/1/2020,1-Jan-20,2:02:19 AM,Internet,Grand Rapids,Michigan,88561,Solved,Yes
202001612,Modem rental fee increased from $10 to $14 per month without advance notice during COVID-19 crisis,6/9/2020,6-Sep-20,11:00:35 AM,Internet,Seattle,Washington,18077,Pending,Yes
202001613,Requested router upgrade to support multiple devices for work from home but experiencing 2 week delay in equipment delivery,28-04-20,28-Apr-20,3:17:54 AM,Internet,Miami,Florida,26194,Open,Yes
202001614,Charged $30 overage fee for data usage during pandemic lockdown when entire household working and studying remotely,15-08-20,15-Aug-20,8:01:48 AM,Internet,Sacramento,California,99715,Solved,No
202001615,Family of four with two adults working from home and two children in remote learning exceeding data limits monthly,10/6/2020,10-Jun-20,4:17:10 AM,Internet,Trenton,New Jersey,10862,Solved,No
202001616,Internet connection dropping 4-5 times daily disrupting remote work and online classes for children,17-10-20,17-Oct-20,8:23:27 AM,Customer Care Call,Savannah,Georgia,99463,Open,No
202001617,Internet connection dropping 4-5 times daily disrupting remote work and online classes for children,2/1/2020,2-Jan-20,9:58:03 PM,Customer Care Call,San Antonio,Texas,67177,Solved,Yes
202001618,Paying for 200 Mbps internet speed but consistently receiving only 45 Mbps upload speed affecting video quality,28-03-20,28-Mar-20,1:55:36 PM,Customer Care Call,Savannah,Georgia,66782,Open,No
202001619,WiFi signal weak in home office requiring purchase of mesh system despite paying for premium internet service,10/3/2020,10-Mar-20,12:33:59 AM,Internet,San Antonio,Texas,28268,Open,No
202001620,Requested router upgrade to support multiple devices for work from home but experiencing 2 week delay in equipment delivery,20-01-20,20-Jan-20,3:19:34 PM,Customer Care Call,Houston,Texas,23110,Solved,No
202001621,Charged $30 overage fee for data usage during pandemic lockdown when entire household working and studying remotely,20-01-20,20-Jan-20,12:55:30 PM,Internet,Atlanta,Georgia,91541,Open,No
202001622,Customer service representative promised bill credit for outages but credit never applied to account,26-07-20,26-Jul-20,3:07:01 AM,Internet,Atlanta,Georgia,94738,Open,No
202001623,Bill increased from $79.99 to $99.99 per month during pandemic without any notification or explanation,8/10/2020,8-Oct-20,4:36:13 PM,Internet,Tacoma,Washington,23139,Pending,No
202001624,Charged $200 in data overage fees over 3 months due to pandemic work from home requirements,28-11-20,28-Nov-20,6:45:40 AM,Customer Care Call,Philadelphia,Pennsylvania,30787,Open,No
202001625,Paying for 200 Mbps internet speed but consistently receiving only 45 Mbps upload speed affecting video quality,27-05-20,27-May-20,8:44:59 PM,Internet,Houston,Texas,14445,Pending,No
202001626,Promotional rate ended during pandemic increasing monthly bill from $49.99 to $89.99 without warning,23-12-20,23-Dec-20,10:55:09 PM,Internet,Grand Rapids,Michigan,99616,Solved,No
202001627,Charged $30 overage fee for data usage during pandemic lockdown when entire household working and studying remotely,20-12-20,20-Dec-20,3:09:45 PM,Internet,Chicago,Illinois,16706,Closed,No
202001628,Modem rental fee increased from $10 to $14 per month without advance notice during COVID-19 crisis,6/4/2020,6-Apr-20,9:44:32 PM,Internet,Tacoma,Washington,94875,Solved,No
202001629,Charged $30 overage fee for data usage during pandemic lockdown when entire household working and studying remotely,18-09-20,18-Sep-20,9:08:29 AM,Internet,Harrisburg,Pennsylvania,97722,Solved,No
202001630,Internet connection dropping 4-5 times daily disrupting remote work and online classes for children,16-01-20,16-Jan-20,6:08:49 AM,Internet,Trenton,New Jersey,75333,Solved,No
202001631,Customer service representative promised bill credit for outages but credit never applied to account,26-05-20,26-May-20,12:18:57 PM,Internet,Philadelphia,Pennsylvania,35440,Pending,No
202001632,Cannot reach technical support after multiple attempts and online chat system not functioning properly,17-04-20,17-Apr-20,1:01:20 AM,Internet,Atlanta,Georgia,36120,Closed,No
202001633,Customer service wait times exceed 2 hours and cannot get assistance with billing issues during pandemic,18-05-20,18-May-20,8:23:43 PM,Internet,San Antonio,Texas,29274,Closed,No
202001634,Charged $200 in data overage fees over 3 months due to pandemic work from home requirements,22-08-20,22-Aug-20,12:56:08 PM,Internet,Chicago,Illinois,57033,Pending,Yes
202001635,Charged $200 in data overage fees over 3 months due to pandemic work from home requirements,20-02-20,20-Feb-20,7:43:46 AM,Internet,Boulder,Colorado,58937,Solved,No
202001636,Internet speed drops to 10 Mbps during business hours making video conferencing impossible for remote work,16-03-20,16-Mar-20,9:38:43 PM,Internet,Detroit,Michigan,40126,Open,Yes
202001637,Modem rental fee increased from $10 to $14 per month without advance notice during COVID-19 crisis,8/4/2020,8-Apr-20,12:46:46 PM,Internet,Philadelphia,Pennsylvania,95935,Solved,No
202001638,Exceeded 1.2TB data cap due to work from home requirements during COVID-19 pandemic resulting in $50 overage charges,16-11-20,16-Nov-20,1:42:18 AM,Internet,Houston,Texas,78847,Solved,Yes
202001639,Data usage meter showing 1.8TB usage but household only has basic streaming and work from home needs,5/9/2020,5-Sep-20,4:08:23 AM,Customer Care Call,Boulder,Colorado,82613,Solved,No
202001640,Internet outage lasted 6 hours during critical work presentation costing business client and no credit provided,16-10-20,16-Oct-20,8:39:51 AM,Internet,Dallas,Texas,39567,Open,No
202001641,Data usage meter showing 1.8TB usage but household only has basic streaming and work from home needs,8/4/2020,8-Apr-20,4:16:03 PM,Internet,Springfield,Illinois,25631,Pending,No
202001642,Family of four with two adults working from home and two children in remote learning exceeding data limits monthly,10/9/2020,10-Sep-20,12:14:14 PM,Internet,Grand Rapids,Michigan,23406,Open,No
202001643,Internet speed drops to 10 Mbps during business hours making video conferencing impossible for remote work,18-06-20,18-Jun-20,2:35:07 AM,Customer Care Call,Seattle,Washington,10284,Pending,No
202001644,Customer service representative promised bill credit for outages but credit never applied to account,4/9/2020,4-Sep-20,4:26:41 PM,Internet,Trenton,New Jersey,82676,Solved,Yes
202001645,Unable to stream Netflix and attend Zoom calls simultaneously despite paying for high speed internet package,1/1/2020,1-Jan-20,5:00:05 AM,Customer Care Call,Seattle,Washington,67892,Solved,Yes
202001646,Modem rental fee increased from $10 to $14 per month without advance notice during COVID-19 crisis,1/7/2020,1-Jul-20,9:38:53 AM,Internet,Harrisburg,Pennsylvania,39079,Solved,No
202001647,Modem rental fee increased from $10 to $14 per month without advance notice during COVID-19 crisis,3/11/2020,3-Nov-20,4:56:25 PM,Internet,Detroit,Michigan,81282,Pending,No
202001648,Network congestion every evening between 5-10 PM causing Zoom meeting disconnections and work disruptions,14-09-20,14-Sep-20,1:36:38 PM,Internet,Philadelphia,Pennsylvania,30022,Closed,No
